id,question,choice_0,choice_1,choice_2,choice_3,choice_4,label,human_expl_open-ended
8d10f3dc9751a805a2167f84f486ade6,When you spend time contemplating ideas what will you get?,relaxation,revelations,action,understanding,broke,1,You can gain understanding or decide on an action by thinking but contemplating ideas implies big revelations
cfd5d3497536ca67d70617d5e580d519,"Mary looked though the chest that her grandfather brought with him.  She could no longer return to his birthplace, because it was not gone.  Now it's called what?",bedroom,istanbul,body,human being,treasure,1,Istanbul is the only place among the choices.
621bd7503528121bb60015dc17f73c0b,Where can you buy shampoo along side items for nourishment?,hair salon,cabinet,supermarket,big box stores,at hotel,2,Super market is the only place you can buy shampoo and food related items
6d3c601a9658bedfd0c77893d2217208,What could you do if you want to get free stuff that is worth money?,apply for job,win auction,stand in line,take care of proposals,buy christmas presents,2,Everyone wants free stuff so you would have to stand in line
44a0fc4b16170412ad739f2f12dade9b,"The rubber stamp was the shape of a state, it also had a race car in it to recognize the racing heritage of where?",desk,canada,art class,indiana,office,3,indiana have different rubber stamps
73815fab02f11b7b910d800cf59c187e,What kind of emotion does eating at your favorite restaurant bring about?,getting full,sadness,gas,gaining weight,satisfaction,4,Satisfaction is the only emotion that you would feel at your favorite restaurant.
172a3dc68b9afbd57c2449e2bb1d957b,"Victoria is the name of many cities, you'd say the one where does it big?",seychelles,australia,british columbia,texas,australia,3,"Behind its wood rail fence stood a white frame house that wouldn’t have looked out of place in any luxury cul-de-sac. Three generations of billionaires shared that home, and for a long stretch of the eighties, they were the most popular television family in the country."
7e488cf701077c6d45a30663b19e7dff,"He always wanted to be a farmer, but he never moved to the country and was what his whole life?",farm land,pod person,industrial,city dweller,business man,3,"If he never moved to the country, he most likely lived in the city his whole life."
045cde7bb1853571dc9e0e2025f092bf,"The man had to leave work in a hurry, in the middle of work, where was his paper work left?",desk,chair,meeting,office,work,0,He would have left his work on his desk.
dfc6ec2f3904e68f542df3f32467921d,"If people get upset while chatting with friends, what is the likely culprit?",misunderstanding,discomfort,love,learning about,sleeping,0,"Friends are likely to be familiar and comfortable with one another, so misunderstanding is more probable."
4846d0ce0299885ae4a92701ab9b65e7,John needed to find shade. He was being blinded by what?,full sunlight,bright sunshine,sunny place,moonlight,tanning,1,Bright Sunshine has a great blinding factor to it.
0377b8205981a2da2da4c5b80b27057c,"If someone had been smoking, an easy way to tell would be if they were what?",inhale,unhealthy,a chimney,go outside,coughing,4,people that smoke tend to cough so it gives it away
3e97a76512178d271a1c3532c0e628d2,"Jane was beautiful on the inside, but on the outside she wasn't much to look at.  How might she be described?",sleepy,homely,misshapen,bad,overcast,1,"homely describes being beautiful on the inside, not so much outside"
cf739655a4df2c6a5a1bef3d7d26273c,Where would a woman store her leg razor?,outside,barber shop,psycho's pocket,suitcase,medicine cabinet,4,medicine cabinet would a woman store her leg razor
6435a28a5d2eca7131dd5dc029cc485e,Where are peas likely to be freshest?,farmer's market,supermarket,freezer,microwave,grocery store,0,"Farmer's market comes directly from the farm, providing more time for the items to be available to the public."
009aff15025613594bec039a612becd4,What emotion might someone feel if they've been doing housework all day and someone messed up your home?,tiredness,anger,stress,boredom,anxiety,1,If you have been working all day you would be really mad if someone messed up your house for no reason.
d4ca1f13ccd70d69551e000319d2c06b,"The class of children walked around the place in a line, their guide took them to what?",to school,see exhibits,tickle,view video,jump rope,1,A guide usually is at a museum to show exhibits and talk about them
7f61d479620f3d5fbc5eb2f0255968c3,"Sometimes things don't concern people themselves, this often leads them to what about the result?",care less,talk to each other,play golf,trip over,pay attention,0,lack of concern means care less
1a6922a9b6615192a16e5c586a750a96,"We were on the highway, driving back home and pulled off to find an eating place called what?",dinning room,dining room,food store,big city,restaurant,4,Probably you go to a restaurant near highway to eat something
fb65539d6690040b3a8d3566beffdf62,James loved the flags that had a snake and a motto on it.    It was a symbol of a place located where?,pet shops,ditch,feild,north america,forest,3,North America is a place where countries are located and countries have flags that represents them.
d0ea15900f2f1e71462a716cb4f5f9a1,"They got to the door and it was locked, he reached in his jeans what to retrieve the key?",pocket,bus depot,lock,purse,front door,0,It is the best option because it is the closest
ce22a125e001cef57b1ae0d696bc63c6,Sarah knew that bob was a gentleman because he took her to a show and was stylish in his what?,tuxedo,big house,church,town,movie,0,it is impossible for him to wear a movie or a big house
bfdab74439c28a5178faabdafa91da34,In order to give birth to a child you have to do this with a man?,have sex,eat vegetables,go to school,become adult,use birth control,0,You have to have sex to give birth to a child.
ade8a343a9dea37579c215bdd705967c,"The producer didn't want to do the show live, what type of show was he looking for?",animated,podcast,broadcast,recorded,neutral,3,A recorded show is not live.
487641546ecfeed396f027325796ab15,"If I go for a run and don't watch where I place my feet, what's likely to happen?",fall down,sweat,exhaustion,may trip,may fall,0,it is the answer that explains what happens if you dont watch where you are going
801e06858bdd24db47521d752ffbeef8,What happens when people don't recycle packing materials?,change direction,save earth,travel abroad,believe in god,waste paper,4,we either recycle or throw away in the waste bin
08be09ef1493313df59884eb5fe35cd4,"The child ran to fast and hit his foot on a rock, what happened next?",play tag,fall down,flying rock,breathe,become adult,1,Fall down is the logical choice since he was running fast when he hit the rock.
25d794a5c2046ecfa92317f0208c2ad6,What do people use in the army when they are being attacked?,desire to travel,talk to each other,use weapons,crying,smoke marijuana,2,Weapons can defend during an attack.
d63fae48dca3356bfd6dc82925c40bac,What is the large-sclae  general result of waging war?,death and destruction,killing people,defeat,people die,evil,0,The result of war is both death and destruction.
6c5b54069229455dd7844def5a5b90d1,Where is clothing found on vacation?,trunk,washing machine,closet,suitcase,store,3,On vacation your clothes would most likely be packed in a suitcase.
e7f34849ea05388ca0f8f20b634365ac,What does the sky look like on a sunny day?,dark,cloud over,rain water,appear blue,starry,3,"On a sunny day, the sky is not cloudy or rainy, and thus appears blue."
276665e3f6f6f0d3f2ffb9f6af3f8585,"Billy loved singing, because it let him do what?",sore throats,ichiness,being heard,change in mood,hoarse voice,2,Someone who sings likes to be heard.
747b278f605da7c7c484d3ad4d5247f0,Many sea anemones live in what group of tiny marine animals?,intertidal zone,florida keys,flower bed,coral sea,cool,3,Florida Keys is a land mass and flower bed is normally on land neither can support sea life.
ee9f2192e73c377c1b4e53b7a5e63a7a,Celebrating with too many drinks will lead to what kind of pain the next morning?,nausea,intimacy,drinking,riots,headaches,4,Drinking causes dehydration which can in turn cause headaches
5ed534612a08a91fc6b82352f84a0788,"The competition contestant had simply run out of steam, it seemed she was doing what?",dying,quitting,you'll sleep,rest,pause,1,The contestant had to quit because she had no more steam left.
b21182a5a825e4925fafc26e508bbded,"He dreamed he was wide awake, but in fact he was in the middle of a very what?",deep sleep,get to sleep,conscious,open eyes,field,0,Dreaming only occurs during the REM phase in deep sleep states.
b829eeeefd6ebd13d328a9305f19cf93,Where can you find many stores with books?,friend's house,large city,gym,table,university,1,"A university is not a store, neither is a friend's house, though both may have books. The only sensible choice is therefore a large city."
d51634231ffdf3963c20d58d6127b3f2,What does the government have control over?,trouble,country,army,city,control,3,Government Over Control in City for Example Traffics
9cd3694d49ae866760cc33668298bd9c,Where would a human go to be near his or her ancestors?,civilisation,underground,graveyard,spacecraft,space shuttle,2,A graveyard i sthe best place you can go to be neear your ancestors
2aa5bb167a2dc8c3f8ea7e8e908e6932,"James was a politician, but he loved the finer things in life and had few scruples. He took things that he shouldn't have.  What might those things have been?",win elections,re elected,bribe,power,the majority vote,2,A bribe is taking something that should not be taken by a politician.
c27b2059be9986c8ff6679ff46221177,Where do people go if they are looking for a taxi?,apartment,street corner,space shuttle,public place,garden,1,street corner do people go if they are looking for a taxi
06c403254290b9a0232f8c9377386e11,"The lady fumbled in her purse for change she didn't have, the person beyond offered a helping hand in what?",heart,kindness,satisfaction,pay,happiness,3,Offering to pay would make up for the needed funds.
8f325b5a3ccdebf0903ef2e20d615142,Billy was a very creative person but he wasn't very social. He wanted to meet new people. What would he have to do to accomplish that?,talk to each other,go out,sing,make art,come home,1,"to meet new people you have to interact with new people. to do that, you must go out"
2b9a30298dfbf14339583a4ab1813441,Where might someone live if they are only able to have a small dog?,dog show,manhattan apartment,tree,farm,neighbor's yard,1,"A person usually inhabitates an apartment over a yard or a tree, and a small dog can fit in a smaller space such as an apartment."
a93d8f37247ac090aaa2b149809613e0,What has metal wings?,detroit,airport,heaven,birds,airplane,4,An airplane is the only choice that flies.
e8df34224f64798f3e379e1fd1fae777,What is a  cathode ray tube typically part of?,vacuum tube,television,screen,oscilloscope,computer,1,television  cathode ray tube typically part of?
0a804c518fd6c8d6013696a8ccbe5274,"Ben was usually an eloquent speaker, but this time he had difficulty reading the words on the teleprompter, so he did much what?",stammering,maundering,speechless,talking,tongueless,0,"stammering means having a hard time speaking, the other choices don't describe how someone speaks"
cc78fb1bc528a817492ce8552d76b31d,"If you have two dogs, you'll quickly find that you have many more. This is because dogs are capable of what?",bark,need food,own people,reproduce,make playmates,3,"In order for two dogs to multiply, they must reproduce."
0f44696a7a5ca8dbde8cbd4e533eb54a,"John knew that the pictures were in a box, he put them there for long term storage.  He went out and looked for it in what?",closet,basement,post office,water,garage,4,Items can be stored in a garage for a long term.
4af505b05f7ebf0d26a8e8005b09d1a5,"The person was having a difficult time understanding the computer program, they were beginning to what?",stare at computer screen,compile,get frustrated,write code,think logically,2,It is frustrated by not knowing how to properly manipulate the computer program.
22a54db82e776994923ff33889b241b2,"Driving car can be monotonous, so many turn the dial and do what?",concentrate,change gears,have fun,listen to radio,play,3,Radios are the only items that have dials used to select stations
a014a1dfa386ab437c6fb38c2ceabe30,"Choosing a cruise for traveling can have many benefits, socially you're in close proximity strangers and get to experience what more quickly?",getting somewhere,motion sickness,meeting new people,disorientation,bad food,2,strangers are new people to meet
3430a2e1771412af79cdb0f111503542,Sam was performing live.  John couldn't be there but he still listened.  What did he listen to?,recorded,eavesdropping,neutral,broadcast,death,3,Broadcasting is the distribution of audio or video content to a dispersed audience via any electronic
558b551603945786d40d98bfa7687378,The chess board had to be wheel chair accessible for the old folks living in the what?,retirement community,house,cabinet,toy store,old town,0,Old folks are most likely to live in a retirement community
ace1d3d5527c37f6b26d394bac7dc2cc,What are mission workers constantly telling many people about?,accomplish,notoriety,hellfire,learn about,religion,4,Mission workers only talk about religion.
4984eaa94c80a6bdd49a13d2dd7b6ac3,Where would you expect to hear a clavichord being used?,music hall,museum,movie show,music room,parlor,0,A music hall is a room designed specifically for certain instruments.
64726eec7dfd0dae88e7cb32199bb8eb,What could happen to a car if it crashes?,relaxation,wreak,flowers,car crash,smoke,4,The question is looking for a result from a possible car crash.  Smoke is a likely result of a car accident.
d9c08789f1b2e06c6af611702034f43e,Where would you find a shark that is not alive?,great barrier reef,deep ocean,maritime museum,ocean,pool hall,2,A shark would be alive in the ocean or reef as there would be water for it to swim in - a museum would display a dead shark.
cbecd975d0134c0044a57079230543aa,"By laughing while playing, what were the children doing?",learning,getting tired,injuries,having fun,winning,3,that's the best option since that's where there are more roses
3f67bc0f2a21b7ac62e96c559b8550b8,Billy  found that his toilet was overflowing.  Water was splashing onto  the floor and making a huge mess.  He got a mop and tried to clean it up.  Where might the toilet be located?,apartment,house,bedroom,motel room,bathroom,4,Toilets are located in bathrooms.
c07b311bb92af482c54c6da8777b42d4,What could prevent someone from starting to dance?,becoming tired,sore feet,sweat,wearing beads,having fun,1,"In order to dance, one must have proper feet and sore feet are not proper feet to dance in."
51425561ae4438a98e1548b708242df3,What's a good way to remember your small dog after he's gone?,movies,photograph,basket,laboratory,school,1,C. photograph a good way to remember your small dog after he's gone?
85df5b94433b0570d19387c4dcc14d6a,"The shark was feeling cold, what did it decide to look for?",ocean,tropical waters,sea world,tomales bay,great oceans,1,tropical waters are warmer.
df6cbafda14519a576c9a4a113ca9dba,After working out and releasing energy all day how are you likely to feel?,being fired,wonderful,exhaustion,damage,feeling cold,2,"after a long day of exercising, you will feel exhausted."
737b9650ca547273c659da47fec293db,Where do you stock weaponry?,machine gun,fishing rod,tin can,artillery,double in worth,3,Artillery is a class of heavy military weapons built to fire munitions far beyond the range and power of infantry's small arms.
5d6dfe59e1af5ffec423b84cc187de73,Where does a lizard likely live?,alaska,garden,new mexico,rocks,dessert,2,The other two choices are two broad
61b628e07288f391b236c1932ba03aef,Why would a jogger have headphones in?,ipod,own house,passionate kisses,watch youtube,comfortable clothes,0,"An ipod plays music, which is what the jogger is listening to, and none of the other option do."
8d002e40f8fb86f22b6a943b3552fb42,What does an actor do while acting?,branch out,eat curry,wear costume,pretend,sing songs,3,Acting is pretending to be something that you are not.
682e2dd342cccc5ab6c40acfd8d5fec3,Where would you find a pot with something alive in it?,kitchen drawer,closet,greenhouse,cupboard,restaurant,2,plant pots are in greenhouses
8dbbfe9b5fa327e6c89278e3ed4f9d27,"The electronics store benefited from people walking from the food kiosks, where was it located?",strip mall,buy battery,building,zoo,shopping mall,4,The electronic store may be in the opposite side of food kiosks.
af46ef0a03e38d7b3703728d96d5bf22,After being stuck indoors all day breathing fresh air would lead to what?,feeling better,oxygen intake,think more clearly,happiness,feeling refreshed,4,place of entertainment for parties
7ce69aef26d11e11cac9a8e30d286995,The study showed driving while sleep deprived led to as many what accidents as being drunk?,dangerous,stressful,being followed by,honk the horn,deadly,4,Causes more car accidents
a0486f84fb6b8fe7ce7f7fde2ff3f10b,"John didn't like skating much, but he liked it more than his other options.  The doctor said that he needed to take better care of himself, and skating was an activity that did what to him?",move fast,might fall,injuries,increased heart rate,hurt him,3,Skating involves any sports or recreational activity which consists of traveling on surfaces or on ice using skates. There are several different kinds of skating : ...
edf71352174b3cceac92251da9d2a00b,what does someone do when they do not reply to a question?,ask,question,ignore,answer,mute,2,"If someone does not reply to you, they are ignoring you."
8b3a8b4c7724b4a996ca90c65416ca18,Why would you be unable to walk forward?,constraint,back,backwards,past,restrained,4,is the best since it is the best backup
d3db4dd2abaff1449d12c9506d8daff4,Where is one unlikely to find a concert hall?,stadium,city,commercial building,theater,university building,2,Commercial building only contain business offices and stalls
709351bb7237feb1d9b69f1a6f7644c5,John opened the window and climbed out because he didn't want to listen to someone for an hour. Where might he have been?,building,friend's house,front door,school,classroom,4,"An hour is the typical length for a school lesson, and the fact he knew in advance it was an hour means a fixed time period, making a friend's house extremely unlikely."
240ec5365047d2785e33264802406308,"The old man would be stuck staying in bed, part of the nurse's job was to move him so he wouldn't get what?",bed sores,missing out,nervous,comfort,resting,0,A NURSE SET A BED SORES TO STAYING THE OLD MAN.
52f56d126b375110b42ef92b11f75e3e,Where would a cat like to relieve himself?,ground,sand box,michigan,warm bed,warm place,1,Cat's are trained to go to relieve themselves in a litter/sand box
debd1a304778c6774353250088b4d6b5,Where would you put a wooden rod after buying it if you do not have any clocks?,hardware store,old houses,clock shop,connecting pieces of wood,old clock,1,old houses would you put a wooden rod after buying it if you do not have any clocks
c7ac74d3a39d47bac44de5e720447db7,When standing in queue for a long time you will more than likely be?,whistle,look around,daydreaming,park,impatience,2,"Standing in a queue is boring, so one is likely to daydream in one."
353bf00e1541b4ab68982c654bbd4072,Where is bacteria likely to be slimy?,ground,finger,petri dish,water,soap,3,for bacteria to become slimy it must attain H2o
cdd924cb129db3ae42e3c8be061aadfe,"Some people like to get things from as close to the source as possible, to achieve this for a potato you'd have to go where?",roots,ireland,soil,farmer's field,food market,3,"A farmer's field is a direct source of potatoes.  Moreso than a food market, and all soil doesn't have potatoes."
21aba2fea8009f549362dd1eb70d634d,What might someone not caught killing someone have?,a conviction,going to jail,guilty conscience,retribution,criminal trial,2,"When someone is not caught in an act or lie, they often carry a guilty conscience."
83845a09d5f4d11c15c353697922f7d0,Where could you find a nearby apple tree if you live in the United States?,washington state,desert,spain,woods,bible,3,The woods are the only option where you might find an apple tree in the United States
777632e549ca0d7dd589a46b0e79e3f7,"A person is putting a sofabed in a house for a guest, where are they likely to place it?",livingroom,on their bed,living room,sitting room,spare room,4,"Find a flatshare or flatmate fast! 1000s of rooms for rent in flatshares across London, Manchester, Birmingham, Bristol, Leeds, Edinburgh, Glasgow and the rest ..."
84bb162744120d5bdce80b30c3c39074,Why might you be found grooming yourself in the mirror on the way out the door?,cleanliness,mistakes,anxiety,beauty,neatness,4,To give an impression of neatness to others.
4987b50b30b372c9fa63286ead445c66,When she would wait tables she had to listen to and what?,serve customers,serve food,tipping,write,wash hands,0,because serving coustomers is the only way at table wait
f9499a24425d3177e249a59a80c00ef8,"The man really like the picture and wanted to look at it while checking emails, where did he paste it?",desktop,table,art show,art show,newspaper,0,the man rally not like  I am strongly belive that you would not like to show these pictures
a12adf41f0408764cfa14c348ec18aea,What does a person known as a cowboy do?,compliments,contribution to society,ride horses,green thumb,wear big belts,2,that's the best option since that's where there are more roses
0f7bdf1db786d26d37dc70aa8a6a4bd2,An amphitheartre provides a stage in what sort of environment?,inside,greece,experiencing performance art,outside,park,3,Amphitheartres are found outside.
c74618254e10f5f75bafd845ac97f676,"If a crowd of people are all in a relationship except for one, what can they be considered?",single person,few people,individual,small group,fun,0,One person is considered single if not in a relationship
f4d520f6e69756b43d3074a2699d9782,"The bill was passed in hopes of fighting inflation on the products, but it failed to force the companies into what?",raising interest rates,lowering prices,higher interest rates,save money,sell more products,1,inflation means high market prices
1abced44a4678d8add27e52f2a4164c7,"Making the cars made a lot of noise, everybody had to wear earplugs at the what?",factory,mall,classroom,carnival,big city,0,A factory is where a car would be made.
903d16902701396f2e0a258df701f299,"Many people have mental issues, they need someone to what to?",listen to music,play games,eat ice cream,have fun with,talk,4,You don't need another person to listen to music or play games.
b930de036edbe3728dcf8c1fd49fd991,"It was time for a harvest, you could find potato after potato in the what?",food market,soil,farmer's field,ireland,garden,1,"Food is grown in the fields, on the ground, into the earth"
6482ad14205a86e72884984e7e87434e,"She was new at playing violin, what did she immediately notice developing?",look melodramatic,string,read music,calluses,making music,3,here body was not use to the wear the instrument has on the body
60dc62c817dd93dfd3c3d1db26b95a4c,"If you catch your girlfriend lying about seeing another guy, you'll most likely experience what?",broken heart,mistrust,getting dumped,being fired,get caught,0,Getting caught and mistrust are potential results but the most likely result is a broken heart.
45f108b6f7a1bf7c2ae5046018866ae9,What gathering of loved ones follows your final birthday?,new age,burial,die,funeral,happy,3,"Your final birthday implies you will have no more birthdays, so you are dead."
456d223046ecdb75f45b333e6dc0f3e1,What type of explosive weapon often kills innocents long after the war is over?,fireworks display,bomb,gun,landmine,army,3,"A landmine can explode after a war has finished, whereas the army or a fireworks display would not necessary kill anybody."
759a04e6855781ed34f9a59426faf6a2,Where would keep a saucepan when it's not in use?,georgia,italian restaurant,pan house,kitchen cupboard,boiling water,3,is the option closest to the question
bdc6db2396212ce6558ce3f1c08277b3,What types of stoves are there?,these twos are irrelevent to the questions,warm pot of beans,brown meat,warm room,gas or electric,4,stoves are gas or electric
191d0cc8ee3962b2e80801ba1c9d079a,What do people in love do on their birthdays?,stay away from each other,please parents,meet friend,buy presents for others,make friends,3,People in love often buy presents on birthdays to gift others
9bc2758018f0e4a7a1938772bf221ff2,What is a person going for a long walk in need of?,roads,headache,comfortable shoes,slim waist,best things in life,2,You don't need best things in life to take a walk.
f63b27133fcef1daaf62fa4047fd5f45,If a human hits their hand on something it is their own what that caused it?,muscles,inner voices,two arms,one body,stupidity,4,Only stupidity is a unique answer to this phrase
2679b6a0203d9a54f099016f1452efb9,How is a dog likely to communicate with another dog?,reproduce,bark,do many things,clone,jump up,1,"Dogs bark primarily for communication with someone, people or dog"
d04b9d82509e61b5226d87a7bdd8636c,What is often classified into periods?,school,end of line,end of sentence,history,a serving of cake,3,"School has periods, but not in the classification sense, only history does."
af6f8679938961e354b8c03cb1044ddf,What is likely the result of falling in gravel while running?,heart attack,falling down,weight loss,stitches,exhaustion,3,Running in gravel is difficult and slippery and the likelihood of falling is great which could in turn open a gash on your body after falling.
df4b62d880c889e539123f4e83589cad,Where did the bald eagle make its nest so that it couldn't be reached after it escaped?,colorado,cliff,in a palm tree,utah,captivity,1,A lot of bald eagles tend to make nests on cliffs or areas that are similar to that.
d3e6a1a1e4e7d7783658598c40aaac8a,"If someone is typing, what are they doing?",letter,indeterminate,communicating,communication,sentences,2,While typing someone is commonly preparing some information to be forwarded.
fda6891d1692b7ae8213b28b75b444f1,What happens to living beings when they are nervous?,getting old,death,laughter,perspiration,palpitations,3,Most people will sweat when they are nervous.
b92340b9221dcf62b2225fea59077f7b,"She thought she had some old clothes that might work for the costume, she went to retrieve them down in the what?",basement,box,trunk,store,attic,0,basemenshe had some old clothes that might work for the costume
f2429a56d224ee5c8240af8231dcc850,What might someone having a hard time writing a term paper feel?,errors,frustration,illiteracy,anxiety,headaches,1,Writing a term paper can be really frustrating.
998560db1980de1eb3032ce33b5a1513,What can you do to make up hours you lose at work?,hurry,win,come across,pick up,find,3,i can pick up to make up hours.
8297bb1d30df9df04247a3b6472c33c4,What might cause someone to panic is they are having a heart attack?,could die,loss of life,recover,fear of death,health,3,Heart attacks can be fatal.
1641f8c66584b74130afb4619157f111,"A marmoset can be found many places, but they are usually found where?",rainforest,in wild,national park,zoo,american west,1,"Marmosets are typically found in the wild, as it's their natural habitat."
23d4530ca4164d429630f9299df8eb0a,What does cancer have the potential to do?,spread,kill,result in death,hurry death,bad,1,Because cancer can be a fatal disease.
47384f7c154cc0b0fc8d6aee65f1e777,"He was practicing deep breathing techniques, he had to have great control of his what?",bringing air into body bringing air into lungs,abdominal muscles,bringing air into lungs,air,oxygen,1,"deep breathing requires strong control of the muscles you use to breath, which would be abdominal"
e491a96593d6da606fb25ec588e370f7,"She got a snack and drink and laid back in her chaise lounge, the day was finally over and she could just read book and what?",choose one,open up,get comfortable,plot world domination,learn to read,2,thats what you would do when the day is over and you are laid back in the lounge.
f8c9c20d8164473ad14c13716126f76a,Where is a church found at?,zoo,populated area,city,christian community,every town,4,a church found every town
516dceee9bb1fd3210450fdd5f173682,What medium do people get their beer from ?,bottle,a liquor store,grocery store,refrigerator,casino,0,PEOPLE GET THEIR BEER IN BOTTLE.
16663502786c3cc0d0170ab7533d5fd6,On what is your evening meal served if you're not at a quick casual diner?,fast food restaurant,appear appetizing,plate,dinner,mail,2,Food is usually served on a plate.
6efa9804510385fa1fc326cb33a67cc2,"When a person takes business calls on the phone, where does it tend to take place?",neighbor's house,office,desktop,rest area,in the car,1,The phone will be in office when it moves
dcb6563e180c83da22612c4493206472,Where can someone eat popcorn quietly?,soccer game,movie theater,movie house,carnival,circus,2,is the option closest to the question
17b36934c3d1a6de3f9298b7113ea01f,"The receiver had another drop, on the sideline his coach begged him to just make one what?",picking up,catch,lift up,pick up,more mistake,1,the coach was tired of watching him miss the catch.
c7b7d9f4b7c1589fa00c3c221746c985,Where can you find a musician that no one is listening to?,subway station,symphony,studio,orchestra,stage,2,A. studiocan you find a musician that no one is listening to?
77d2ab169183db4c26efb7806f61bbe1,"Ryan answered the call, but the person on the other end did what?",talk,whisper,response,hanging up,communicate,3,The other person hung up instead of responding
ccded0c96ee247e5f4175af54b57d15a,Knitting with a group of friends is a great way to do what?,relaxation,carpal tunnel syndrome,talk,have fun,bleeding,3,When you do things with friends you have fun.
2990725acbb832f631e2028f5749da7f,"If people need something on the other side of a body of water, what must they do?",flap their arms and fly,cross river,complete high school,die suddenly,talk to each other,1,is the best since it is the best backup
cd76fd720cb32033fb25f135fe734949,"Where might I ruin some papers if I place my coffee mug there, and it spills?",table,cupboard,shelf,kitchen,desktop,4,Papers on desktops are often ruined by spilled coffee
7f66e8ab425fd98fbd0474a577c372f0,"Billy loved climbing, and he eventually suffered a brain injury due to what?",getting higher,loss of oxygen,falling,blisters,ascending,1,if you lose oxygen you will suffer brain damage
bacf3ee997d9ad71a6028e67a6b0933e,"Bobby was doing housework when he became sick.   He thought he worked too hard, but the doctor said what it was what?",sneezing,exhaustion,itchy,cleanliness,allergies,4,Generally people become sick while doing housework dust due to allergies.
32b01033c2dbf2a896134e05431dacfb,This is a great way to move across water in one of its more popular states.,ocean,ice cube,humidifier,skating rink,rowboat,3,you could not move on a humidifer or on ice cubes
82e93d50381cd84bc8b6d27a700a1596,"Like with owning a kitten, what is a common danger when participating in the sport of fencing?",small cuts,puncture wound,competition,injury,panting,0,Small cuts are common with owning a kitten and fencing.
0144777178b1629bcbb677511a89641d,They had so much fun that afternoon that it seemed like it had become what in a blink of the eye?,before noon,morning,christmas,before lunch,evening,4,"after a fun afternoon, the evening seems like it comes faster"
608074f26f5466841305f20600831934,"Everyone was at the finals for a reason, they were all what competition?",unique personality,different,participants,afraid of,good at,4,"in order to reach the finals, one must have skill to get there"
7ecff79109f499a28c77af4014e513e2_1,"It seems weird to have a fast food restaurant with all the local choices, but with all the people what have plenty of them?",shopping mall,big cities,america,new york,los angelos,1,BIG CITIES WAS ALL THE PEOPLE LIKES TO HAVE PLENTY OF THEM.
69a7904cf55e4f9fbf489bef7732e45f,What does a person want to do the first day of school?,cross street,say words,die of cancer,meet friends,learn,3,Meeting friends is the first thing to do at school because we like to be socialized.
64cdb49b07c3ad421bb319ce68e03ddc,Why do people take up running?,shortness of breath,weight loss,faster travel,stitches,heart attack,1,You run because you were never good at team sports and running is a solo act.
b7f388b514e9783249e288a742b675e5,Where are you likely to find a tupperware container?,pantry,kitchens,stove,food,refrigerator,1,Kitchens is a place where they would be stored
be8117756b4e8c15b704ef6277348d7f,What is a place with pictures that a small dog is not allowed into?,movies,photograph,laboratory,basket,museum,0,movies are the only thing with pictures
08f7f242a01f059dc41165a0de143ee3,What are tables sometimes necessary for when a variety of thoughts are needed?,picnic,fast food restaurant,conference,house,wedding,2,Tables are typically used during a conference because they seat many people at them.
c1edfd39d1275ddc6c1d6940e7b107a5,What sort of structures do you enter through a doorway?,castle,airport,every building,wall,dollhouse,2,Every building contains the other two answers and other structures with doors
5db01b9e3d8cad2ca6ea6807eb4ba2d6,"He explained that the concept was corporeal and the student should be able to grasp it, but the student found the ideas what?",intangible,intangible,spiritual,insubstantial,incorporeal,0,That means that it is something that can't be touched.
ba5e0c216e15e43dfb9e36bfcca74839,Where would you put a fire extinguisher if you do not have any large doors in your house and your house only has one floor?,garage,stairwell,house,kitchen,outside,3,"Fires usually occur in kitchens, so that would be the most sensible place to put a fire extinguisher."
06a6542bfc09fec3f0c8eef47a9ab1c5,What about eating hamburgers makes someone want more?,enjoy,tasty,health problems,hunger,indigestion,1,Tasty is the only possible option that a person would want to eat more hamburgers
b9074caeed0ec7cd3dcdae9a24402fc8,Where is beaver likely to be found?,strip club,zoo,lake or river,millpond,forest,2,beavers live in the water
98c61a5ff34635a3ef839434962d24c6,What event might cause someone to get rid of their car?,roll over,move quickly,cost money,home,crash,4,'Crash' is the only event listed.
25fc767f5afe6aef29de4a523ba53225,What is a well known way for couples  of celebrating a marriage?,eat cake,getting drunk,having sex,cleaning rooms,drink too much,2,For a couple having sex is a well known way to celebrating.
0c98792f676b8a9583306e37802b05d1,Boats that aren't on the ocean travel across the surface of what?,lake,ocean,tetrahedron,mirror,object,0,"If a boat isn't on an ocean, another option is a lake"
05df7eb39c7e60794d8bc4ff0eb45dc2,Climbing a hill when hiking can really give one an appreciation of what?,countryside,landscape,virginia,great outdoors,price,3,“Somewhere between the bottom of the climb and the summit is the answer to
f130d7847a31b4873d142d8ac2eeb7e0,"It was the only way out of town, the police parked their vehicles and drew their guns to create a what?",war,sporting goods store,military base,roadblock,fun,3,Police cars create a barrier you can not cross
f33d42871897b2f99c3bdb1437bc70e0,"If you're taking a break from your library, you should still put in the effort to complete what sort of form before your card stop working?",delay,renewal,buy the card,sitting down,not working,1,"If you don't renewal your card, it will stop working. The b option was the consequence and C is not relevant"
a8afca8a153df09c24b7102161cbfbc3,"If I want to find more information about things in general, what am I seeking?",increased knowledge,knowing more,wisdom,gaining knowledge,headaches,0,learning and obtaining more information is increasing knowledge
